id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,latitude,longitude,address,city,state,zip_code,DBA Name,AKA Name,License #,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Latitude,Longitude,income_household_median
qs6LW305_mBazsTD-oOx6A,wingstop-chicago-41,Wingstop,https://s3-media3.fl.yelpcdn.com/bphoto/WVoOfDzLr427Kc_dODvrHQ/o.jpg,False,https://www.yelp.com/biz/wingstop-chicago-41?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,28,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,[],13128426544,(312) 842-6544,3977.145819040438,41.83132,-87.61549,456 e 35th st,chicago,il,60616,WINGSTOP,WINGSTOP,2622058.0,Risk 1 (High),456 e 35th st,chicago,il,60616,2022-12-06,Complaint Re-Inspection,Fail,41.831301728075424,-87.61469276346779,52162
kISrWlpAbJYWkzH5SOMrbQ,dunkin-chicago-105,Dunkin',https://s3-media1.fl.yelpcdn.com/bphoto/T5tw51yehUua8qL2bvClcg/o.jpg,False,https://www.yelp.com/biz/dunkin-chicago-105?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,48,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",2.5,['delivery'],13125679212,(312) 567-9212,2865.17632192396,41.8379221,-87.6454803,749 w 31st st,chicago,il,60616,DUNKIN DONUTS,DUNKIN DONUTS,1495422.0,Risk 2 (Medium),749 w 31st st,chicago,il,60616,2022-06-17,Canvass,Pass,41.837941251985534,-87.64579539488027,52162
Jrm0Vc7psAYqQBlMUebqDg,home-run-inn-pizza-chicago-11,Home Run Inn Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/jQx5XalDlYZ0Pv0SXYQcoQ/o.jpg,False,https://www.yelp.com/biz/home-run-inn-pizza-chicago-11?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,55,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,['delivery'],17734929696,(773) 492-9696,3917.5355823601726,41.832598,-87.616484,3401 s dr martin luther king jr dr,chicago,il,60616,HOME RUN INN PIZZERIA,HOME RUN INN PIZZERIA,2653325.0,Risk 1 (High),3401 s dr martin luther king jr dr,chicago,il,60616,2022-05-11,Canvass,Pass,41.832700243247785,-87.61684215275643,52162
_kHtOtLJGegsaYyd3K3-zw,dunkin-chicago-8,Dunkin',https://s3-media4.fl.yelpcdn.com/bphoto/K-aovnvj_HL3SrwZ_hyIQA/o.jpg,False,https://www.yelp.com/biz/dunkin-chicago-8?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,31,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,['delivery'],13122253211,(312) 225-3211,3872.662816616733,41.847074,-87.645974,2477 s archer ave,chicago,il,60616,DUNKIN DONUTS AND BASKIN ROBBINS,DUNKIN DONUTS AND BASKIN ROBBINS,2405626.0,Risk 2 (Medium),2477 s archer ave,chicago,il,60616,2023-01-06,Complaint,Fail,41.84755805016441,-87.64549599168248,52162
iQyjRVEQIUUML50UYoYlrA,popeyes-louisiana-kitchen-chicago-37,Popeyes Louisiana Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/aA0zYxK9gZQ72i-qdddbeg/o.jpg,False,https://www.yelp.com/biz/popeyes-louisiana-kitchen-chicago-37?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,52,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.5,['delivery'],13124881212,(312) 488-1212,3662.18113700326,41.83134,-87.61895,300 e 35th st,chicago,il,60616,KENTUCKY FRIED CHICKEN,KENTUCKY FRIED CHICKEN,2483757.0,Risk 1 (High),300 e 35th st,chicago,il,60616,2020-03-24,Canvass,Pass,41.83119240873837,-87.61928919948132,52162
ZnSQSDg48FfjkbcsknMfYg,hong-kong-delight-iv-chicago,Hong Kong Delight IV,https://s3-media3.fl.yelpcdn.com/bphoto/mNtF5yZh4bwLFL-Tht2Thw/o.jpg,False,https://www.yelp.com/biz/hong-kong-delight-iv-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,23,"[{'alias': 'chinese', 'title': 'Chinese'}]",2.0,"['delivery', 'pickup']",13128422929,(312) 842-2929,3706.0537053047087,41.8309651,-87.6178496,327 e 35th st,chicago,il,60616,HONG KONG DELIGHT IV,HONG KONG DELIGHT IV,79650.0,Risk 1 (High),327 e 35th st,chicago,il,60616,2012-10-01,Complaint Re-Inspection,Pass,41.83098585685139,-87.61813057002854,52162
sBxYcEF4BSJPJL72SthG0g,mcdonalds-chicago-10,McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/KF6DeRqPdq2aCYi_63NYWw/o.jpg,False,https://www.yelp.com/biz/mcdonalds-chicago-10?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,52,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.5,['delivery'],13128423986,(312) 842-3986,3486.422261886373,41.830834411206,-87.621166179897,207 e 35th st,chicago,il,60653,MC DONALD'S,MC DONALD'S,2684263.0,Risk 2 (Medium),207 e 35th st,chicago,il,60616,2020-05-21,Canvass,Pass w/ Conditions,41.83095278930358,-87.62144916300736,52162
_G-wi4zJz5WjI_iwzhUSNA,kfc-chicago-13,KFC,https://s3-media3.fl.yelpcdn.com/bphoto/GszyfwU5aOPqiZb6wurlTw/o.jpg,False,https://www.yelp.com/biz/kfc-chicago-13?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,28,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.5,"['delivery', 'pickup']",13123743997,(312) 374-3997,3664.052729450863,41.831283,-87.6189844633591,300 e 35th st,chicago,il,60616,KENTUCKY FRIED CHICKEN,KENTUCKY FRIED CHICKEN,2483757.0,Risk 1 (High),300 e 35th st,chicago,il,60616,2020-03-24,Canvass,Pass,41.83119240873837,-87.61928919948132,52162
GXQufCNhyzWJTVg_bXYllw,iits-the-bog-chicago,IIT's The Bog,https://s3-media3.fl.yelpcdn.com/bphoto/2hrPcYBzrB8irMrFv-mqvQ/o.jpg,False,https://www.yelp.com/biz/iits-the-bog-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,2,"[{'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'theater', 'title': 'Performing Arts'}]",4.0,[],13125673745,(312) 567-3745,3390.633694107677,41.8355751,-87.6287047,3241 s federal st,chicago,il,60616,SODEXHO- IIT,HERMAN HALL,2308143.0,Risk 1 (High),3241 s federal st,chicago,il,60616,2021-03-02,Canvass,Out of Business,41.835100345951005,-87.62876125242913,52162
igXssaB9bKmOy2QHYJB2AQ,miller-light-bullpen-sports-bar-chicago,Miller Light Bullpen Sports Bar,https://s3-media4.fl.yelpcdn.com/bphoto/NQTC8OW5tUMTTV5e07V0lg/o.jpg,False,https://www.yelp.com/biz/miller-light-bullpen-sports-bar-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,1,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.0,[],13126745875,(312) 674-5875,2560.972281796047,41.8293361853565,-87.6339756038126,333 w 35th st,chicago,il,60616,LEVY RESTAURANTS AT GUARANTEED RATE FIELD,STADIUM CLUB/MAIN COMMISSARY,1120535.0,Risk 1 (High),333 w 35th st,chicago,il,60616,2021-07-01,Canvass,Pass,41.83078366228312,-87.6352957830455,52162
8An1J0868YXwrSu7TuikSg,best-southtown-gyro-chicago,Best Southtown Gyro,https://s3-media2.fl.yelpcdn.com/bphoto/qZ8SQ12-Ieu_CEanabs9jQ/o.jpg,False,https://www.yelp.com/biz/best-southtown-gyro-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,1,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,[],13125263959,(312) 526-3959,3582.847964423516,41.83124,-87.62017,240 e 35th st,chicago,il,60616,"SOUTHTOWN SUB, INC","SOUTHTOWN SUB, INC",2601183.0,Risk 2 (Medium),240 e 35th st,chicago,il,60616,2021-01-15,Canvass,Out of Business,41.83118341297423,-87.62017889397112,52162
Z5Pq6ZxGvmvPZY0SF4t_xw,sweet-dreams-frozen-yogurt-chicago,Sweet Dreams Frozen Yogurt,https://s3-media2.fl.yelpcdn.com/bphoto/X28GR6z7kGlbiK3wLZjB1A/o.jpg,False,https://www.yelp.com/biz/sweet-dreams-frozen-yogurt-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,1,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'candy', 'title': 'Candy Stores'}]",3.0,"['delivery', 'pickup']",17732859980,(773) 285-9980,3064.514856227711,41.83086,-87.62733,17 w 35th st,chicago,il,60616,MILLER PIZZA CO.,MILLER PIZZA CO.,2043395.0,Risk 1 (High),17 w 35th st,chicago,il,60616,2019-07-10,Canvass,Out of Business,41.83089083505026,-87.62723820487749,52162
GeKdk5c-UJn_WVFKScgf5w,subway-chicago-533,Subway,https://s3-media2.fl.yelpcdn.com/bphoto/sklOjKuGadd5h7TEftX8wg/o.jpg,False,https://www.yelp.com/biz/subway-chicago-533?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,5,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",1.5,"['delivery', 'pickup']",13128424050,(312) 842-4050,3452.39664888494,41.8312279701271,-87.6220422134054,124 e 35th st,chicago,il,60616,MAMA LOU'S COMFORT KITCHEN,MAMA LOU'S COMFORT KITCHEN,1984904.0,Risk 1 (High),124 e 35th st,chicago,il,60616,2015-07-01,Canvass,Out of Business,41.83116513402594,-87.62210904738643,52162
mvFimrcREBIDo-pLAhMfNg,avec-chicago-chicago,Avec - Chicago,https://s3-media3.fl.yelpcdn.com/bphoto/miJ7tOnQqa-eQPDDc5MSIw/o.jpg,False,https://www.yelp.com/biz/avec-chicago-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,2357,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"['delivery', 'pickup']",13123772002,(312) 377-2002,2715.43964861836,41.884290441849,-87.6433979433133,615 w randolph st,chicago,il,60661,AVEC,AVEC,1277921.0,Risk 1 (High),615 w randolph st,chicago,il,60661,2011-09-06,Canvass,Pass,41.88432104069269,-87.64342475334716,120000
9MiP2wtclPG5EljSVJHo4g,dawali-jerusalem-kitchen-chicago,Dawali Jerusalem Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/4_OVsjpY1x6Vx2NjReutMw/o.jpg,False,https://www.yelp.com/biz/dawali-jerusalem-kitchen-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,526,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"['delivery', 'pickup']",13129445800,(312) 944-5800,2141.2152933926445,41.87742,-87.64223,319 s jefferson st,chicago,il,60661,DAWALI JERUSALEM KITCHEN,DAWALI JERUSALEM KITCHEN,2678289.0,Risk 1 (High),319 s jefferson st,chicago,il,60661,2022-05-16,Complaint,Pass,41.87739939366526,-87.642370646499,120000
n99qEoKGGdFG6p_rHzK_Cw,lou-mitchells-chicago,Lou Mitchell's,https://s3-media3.fl.yelpcdn.com/bphoto/2cpO01RlNb8o_SXwPRxp0A/o.jpg,False,https://www.yelp.com/biz/lou-mitchells-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,1049,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['delivery', 'pickup']",13129393111,(312) 939-3111,2157.935682587643,41.87779,-87.64211,565 w jackson blvd,chicago,il,60661,LOU MITCHELL'S,LOU MITCHELL'S,30743.0,Risk 1 (High),565 w jackson blvd,chicago,il,60661,2017-03-09,Complaint,Pass w/ Conditions,41.8779042186468,-87.64219482401225,120000
mPFMi734NXkvLFotygLrCA,sepia-chicago,Sepia,https://s3-media2.fl.yelpcdn.com/bphoto/vTjEK18NKI7yngaCSrXb0A/o.jpg,False,https://www.yelp.com/biz/sepia-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,1239,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],13124411920,(312) 441-1920,2630.113442466789,41.883933,-87.6424,123 n jefferson st,chicago,il,60661,SEPIA,SEPIA,1818414.0,Risk 1 (High),123 n jefferson st,chicago,il,60661,2022-12-07,Canvass,Pass,41.88393125128781,-87.64257354413384,120000
b5wtToIhvTgx7O-B7jSTfA,wishbone-chicago-3,Wishbone,https://s3-media4.fl.yelpcdn.com/bphoto/ZcNSLuX8G5k_dfJg-WK2sA/o.jpg,False,https://www.yelp.com/biz/wishbone-chicago-3?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,975,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"['delivery', 'pickup']",13128502663,(312) 850-2663,2721.703216816381,41.885108,-87.642319,161 n jefferson st,chicago,il,60661,WISHBONE RESTAURANT,WISHBONE RESTAURANT,2595939.0,Risk 1 (High),161 n jefferson st,chicago,il,60661,2022-12-07,Canvass Re-Inspection,Pass,41.884944581181415,-87.64260180119555,120000
7NjkcZVOFfw31A0mPBPSPQ,proxi-chicago-3,Proxi,https://s3-media2.fl.yelpcdn.com/bphoto/cqGOLKsaw7PUKf74JJTlyQ/o.jpg,False,https://www.yelp.com/biz/proxi-chicago-3?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,488,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,['delivery'],13124661950,(312) 466-1950,2671.1795230368743,41.8842951,-87.6422749,565 w randolph st,chicago,il,60661,PROXI,PROXI,2501115.0,Risk 1 (High),565 w randolph st,chicago,il,60661,2017-05-16,License,Pass,41.88432406015637,-87.64239826176153,120000
hBFVeAfu6bSf3twPcLmNcw,blaze-pizza-chicago-4,Blaze Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/o6ZutfTnHZBA2i7qDWVLdQ/o.jpg,False,https://www.yelp.com/biz/blaze-pizza-chicago-4?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,242,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"['delivery', 'pickup']",13127661089,(312) 766-1089,2352.854683743273,41.881114,-87.64148290000001,24 s clinton st,chicago,il,60661,BLAZE PIZZA,BLAZE PIZZA,2340600.0,Risk 1 (High),24 s clinton st,chicago,il,60661,2022-09-28,Complaint,Pass,41.88110007444254,-87.64131524410391,120000
TphN-KFZErtq2w9CrrCS-Q,ch-distillery-chicago-3,CH Distillery,https://s3-media4.fl.yelpcdn.com/bphoto/dSnc_jtNByyXEAaLu8mq2Q/o.jpg,False,https://www.yelp.com/biz/ch-distillery-chicago-3?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,356,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'distilleries', 'title': 'Distilleries'}]",4.5,['delivery'],13127078780,(312) 707-8780,2681.015694191225,41.8846370998956,-87.6422654490474,564 w randolph st,chicago,il,60661,CH DISTILLERY,CH DISTILLERY,2240281.0,Risk 1 (High),564 w randolph st,chicago,il,60661,2019-03-22,Complaint,Pass w/ Conditions,41.88454339773784,-87.64233138672651,120000
cgIuo3geaxw1Sfhbqm5qTA,alla-vita-chicago,Alla Vita,https://s3-media3.fl.yelpcdn.com/bphoto/srTJpRPKMblt6CNdTXcaDg/o.jpg,False,https://www.yelp.com/biz/alla-vita-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,293,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"['delivery', 'pickup']",13126670104,(312) 667-0104,2691.93818930793,41.8847,-87.6423,564 w randolph st,chicago,il,60661,CH DISTILLERY,CH DISTILLERY,2240281.0,Risk 1 (High),564 w randolph st,chicago,il,60661,2019-03-22,Complaint,Pass w/ Conditions,41.88454339773784,-87.64233138672651,120000
nN0qJkjWjVoZm2LZjB-5kQ,h-mart-chicago-chicago,H Mart - Chicago,https://s3-media1.fl.yelpcdn.com/bphoto/jqkcT__fgjhByivpPiV7XQ/o.jpg,False,https://www.yelp.com/biz/h-mart-chicago-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,259,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'food_court', 'title': 'Food Court'}]",4.0,[],13129664666,(312) 966-4666,2317.229514213384,41.87755946740601,-87.6446562481494,711 w jackson blvd,chicago,il,60661,SANG'S KITCHEN,SANG'S KITCHEN,2677344.0,Risk 1 (High),711 w jackson blvd,chicago,il,60661,2021-12-01,Canvass,Fail,41.87787173863181,-87.64450945964906,120000
_CoQ7eTOpP3B-oGpip-Lpg,omakase-yume-chicago-2,Omakase Yume,https://s3-media3.fl.yelpcdn.com/bphoto/c9ZMcIIvTf1o4UDEmsB-Fg/o.jpg,False,https://www.yelp.com/biz/omakase-yume-chicago-2?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,141,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,[],13122651610,(312) 265-1610,2684.986655800113,41.8830608124328,-87.6445323537732,651 w washington blvd,chicago,il,60661,LAVASH MEDITERRANEAN GRILL,LAVASH MEDITERRANEAN GRILL,2522733.0,Risk 1 (High),651 w washington blvd,chicago,il,60661,2019-08-19,Canvass,Fail,41.883052886559646,-87.64468860442474,120000
XEzBVYd2gmuWKOpQggbKIg,firenze-italian-street-food-chicago,Firenze Italian Street Food,https://s3-media2.fl.yelpcdn.com/bphoto/bBNrC09uUed1WrLd-yp2lQ/o.jpg,False,https://www.yelp.com/biz/firenze-italian-street-food-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,79,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'italian', 'title': 'Italian'}]",5.0,"['delivery', 'pickup']",18474404867,(847) 440-4867,2564.9229956287472,41.8839695,-87.6410747,131 n clinton st,chicago,il,60661,CAFE DU MARCHE,LE CAFE DU MARCHE,2008126.0,Risk 1 (High),131 n clinton st,chicago,il,60661,2014-09-03,Canvass,Fail,41.884187507127805,-87.64111966683218,120000
edYoPJg10jfN_UFQiwtMpA,yolk-west-loop-chicago,Yolk West Loop,https://s3-media2.fl.yelpcdn.com/bphoto/SifU0Tqkd_eDyOhLodn87w/o.jpg,False,https://www.yelp.com/biz/yolk-west-loop-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,381,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['delivery', 'pickup']",13124549655,(312) 454-9655,2392.266924626917,41.882068,-87.640873,500 w madison st,chicago,il,60661,CORNER BAKERY CAFE,CORNER BAKERY CAFE,1649352.0,Risk 1 (High),500 w madison st,chicago,il,60661,2014-08-01,Canvass,Pass,41.88199433820508,-87.6397586848809,120000
exHNmLRZnOJvbqkRz7RUvQ,tanoshii-chicago-2,Tanoshii,https://s3-media1.fl.yelpcdn.com/bphoto/iy-tXaeckw6itNIGrj7ECg/o.jpg,False,https://www.yelp.com/biz/tanoshii-chicago-2?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,330,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"['pickup', 'delivery']",13122078894,(312) 207-8894,2911.0618834844363,41.8845234807834,-87.6464329831137,720 w randolph st,chicago,il,60661,TANOSHII SUSHI MIKE'S,TANOSHII SUSHI MIKE'S,2261760.0,Risk 1 (High),720 w randolph st,chicago,il,60661,2022-11-29,Canvass,Pass,41.88452285187888,-87.64652058438048,120000
zYmfgb7QvbSbZ7_XoH3OKg,saigon-sisters-chicago-2,Saigon Sisters,https://s3-media3.fl.yelpcdn.com/bphoto/Y8YqwTCHxYxcTV34LAN6IA/o.jpg,False,https://www.yelp.com/biz/saigon-sisters-chicago-2?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,559,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"['pickup', 'delivery']",13124960090,(312) 496-0090,2771.310000168149,41.88529,-87.64234,567 w lake st,chicago,il,60661,SAIGON SISTERS,SAIGON SISTERS,2043502.0,Risk 1 (High),567 w lake st,chicago,il,60661,2022-10-19,Canvass,Pass,41.88559428960742,-87.64252600441937,120000
Cqla2oHCswhpzW6y0hN9jA,beggars-pizza-chicago-2,Beggars Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/8BFyjd570cjlmZURAX9HYw/o.jpg,False,https://www.yelp.com/biz/beggars-pizza-chicago-2?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,260,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"['delivery', 'pickup']",13125880055,(312) 588-0055,2089.1144561069277,41.8777759,-87.64121,310 s clinton st,chicago,il,60661,Beggar's Pizza,Beggar's Pizza,1974163.0,Risk 1 (High),310 s clinton st,chicago,il,60661,2022-09-12,Canvass,Pass w/ Conditions,41.87765873888189,-87.64120017764102,120000
9P8oLcY6g324eU_TRZbEmg,taco-lulú-chicago-5,Taco Lulú,https://s3-media2.fl.yelpcdn.com/bphoto/R3yazDowpNDMfAMPygNHFQ/o.jpg,False,https://www.yelp.com/biz/taco-lul%C3%BA-chicago-5?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,77,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['delivery', 'pickup']",13128182680,(312) 818-2680,2287.556138680753,41.879054,-87.642838,601 w adams st,chicago,il,60661,TACO LULU,TACO LULU,2013974.0,Risk 1 (High),601 w adams st,chicago,il,60661,2022-07-28,Canvass,Pass,41.879163618039705,-87.64264995953803,120000
sfQKqehtBy29uhTmgSOdkg,the-ruin-daily-chicago-3,The Ruin Daily,https://s3-media2.fl.yelpcdn.com/bphoto/zpaX6tAkUFH-O_JcQsp81w/o.jpg,False,https://www.yelp.com/biz/the-ruin-daily-chicago-3?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,89,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"['delivery', 'pickup']",13129292707,(312) 929-2707,2154.812113103945,41.87695,-87.64288,328 s jefferson st,chicago,il,60661,PAOLA'S VINUM,PAOLA'S VINUM,2114939.0,Risk 1 (High),328 s jefferson st,chicago,il,60661,2014-09-09,Canvass,Fail,41.87709413528649,-87.6426549740065,120000
